Pakistan_Crop_Name,FAO_Item_Name,FAO_Code,HS_Code,HS_Description,FABLE_Category,Action,Conv_Factor
Fish (Inland + Marine),Fish,—,0304.41,"Fish fillets; fresh or chilled, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic (Salmo salar), Danube (Hucho hucho)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.42,"Fish fillets; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.43,"Fish fillets; fresh or chilled, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.44,"Fish fillets; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.45,"Fish fillets; fresh or chilled, swordfish (Xiphias gladius)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.46,"Fish fillets; fresh or chilled, toothfish (Dissostichus spp.)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.47,"Fish fillets; fresh or chilled, dogfish and other sharks",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.48,"Fish fillets; fresh or chilled, rays and skates (Rajidae)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.49,"Fish fillets; fresh or chilled, other than fish of heading 0304.4",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.51,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, tilapias, catfish, carp, eels, Nile perch, and snakeheads",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.52,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, salmonidae",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.53,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae, and Muraenolepididae",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.54,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, swordfish (Xiphias gladius)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.55,"Fish meat, excluding fillets, whether or not minced; fresh or chilled, toothfish (Dissostichus spp.)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.56,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, dogfish and other sharks",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.57,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, rays and skates (Rajidae)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.59,"Fish meat; excluding fillets, whether or not minced; fresh or chilled, of fish n.e.c. in item no. 0304.5",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.61,"Fish fillets; frozen, tilapias (Oreochromis spp.)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.62,"Fish fillets; frozen, catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.63,"Fish fillets; frozen, Nile Perch (Lates niloticus)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.69,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.71,"Fish fillets; frozen, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.72,"Fish fillets; frozen, haddock (Melanogrammus aeglefinus)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.73,"Fish fillets; frozen, coalfish (Pollachius virens)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.74,"Fish fillets; frozen, hake (Merluccius spp., Urophycis spp.)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.75,"Fish fillets; frozen, Alaska pollock (Theragra chalcogramma)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.79,"Fish fillets; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae other than cod, haddock, coalfish, hake, and Alaska pollock",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.81,"Fish fillets; frozen, salmon, Pacific (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), Atlantic (Salmo salar), and Danube (Hucho hucho)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.82,"Fish fillets; frozen, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.83,"Fish fillets; frozen, flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.84,"Fish fillets; frozen, swordfish (Xiphias gladius)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.85,"Fish fillets; frozen, toothfish (Dissostichus spp.)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.86,"Fish fillets; frozen, herrings (Clupea harengus, Clupea pallasii)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.87,"Fish fillets; frozen, tunas (of the genus Thunnus), skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.88,"Fish fillets; frozen, dogfish, other sharks, rays and skates (Rajidae)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.89,"Fish fillets; frozen, of fish n.e.c. in heading 0304.8",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.90,Other,FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.91,"Fish meat, excluding fillets, whether or not minced; frozen, swordfish (Xiphias gladius)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.92,"Fish meat, excluding fillets, whether or not minced; frozen, toothfish (Dissostichus spp.)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.93,"Fish meat, excluding fillets, whether or not minced; frozen, tilapias, catfish, carp, eels, Nile perch, and snakeheads",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.94,"Fish meat, excluding fillets, whether or not minced; frozen, Alaska Pollock (Theragra chalcogramma)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.95,"Fish meat, excluding fillets, whether or not minced; frozen, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than Alaska Pollock (Theragra chalcogramma)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.96,"Fish meat, excluding fillets, whether or not minced; frozen, dogfish and other sharks",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.97,"Fish meat, excluding fillets, whether or not minced; frozen, rays and skates (Rajidae)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0304.99,"Fish meat, excluding fillets, whether or not minced; frozen, n.e.c. in item no. 0304.9",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0305.10,"Fish; flours, meals and pellets, fit for human consumption",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.20,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.30,"Fish fillets, dried, salted or in brine, but not smoked",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.31,"Fish fillets; dried, salted or in brine, but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.32,"Fish fillets; dried, salted or in brine, but not smoked, of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.39,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.41,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.42,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.43,"Fish; smoked, whether or not cooked before or during smoking, trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), includes fillets, but excludes edible fish offal",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.44,"Fish; smoked, whether or not cooked before or during smoking, tilapias, catfish, carp, eels, Nile perch, and snakeheads, includes fillets, but excludes edible fish offal",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.49,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.51,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.52,"Fish; dried, whether or not salted but not smoked, tilapias, catfish, carp, eels, Nile perch, and snakeheads",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.53,"Fish; dried, whether or not salted but not smoked, fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, other than cod",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.54,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.59,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.61,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.62,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.63,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.64,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, tilapias, catfish, carp, eels, Nile perch, and snakeheads",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.69,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.71,"Fish; edible offal, shark fins",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.72,"Fish; edible offal, fish heads, tails and maws",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0305.79,"Fish; edible offal, other than shark fins, fish heads, tails and maws",FISH,CONVERT,1.33
Fish (Inland + Marine),Fish,—,0306.11,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.12,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.13,Shrimps and prawns,FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.14,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.15,"Crustaceans; frozen, Norway lobsters (Nephrops norvegicus), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.16,"Crustaceans; frozen, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.17,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.19,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.21,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.22,Lobsters (Homarus spp.),FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.23,Shrimps and prawns,FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.24,Crabs,FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.25,Norway lobsters (Nephrops norvegicus),FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.26,"Cold-water shrimps and prawns (Pandalus spp., Crangon crangon)",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.27,Other shrimps and prawns,FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.29,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.31,"Crustaceans; live, fresh or chilled, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.32,"Crustaceans; live, fresh or chilled, lobsters (Homarus spp.), whether in shell or not",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.33,"Crustaceans; live, fresh or chilled, crabs, whether in shell or not",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.34,"Crustaceans; live, fresh or chilled, Norway lobsters (Nephrops norvegicus), in shell or not",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.35,"Crustaceans; live, fresh or chilled, cold-water shrimps and prawns (Pandalus spp., Crangon crangon), in shell or not",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.36,"Crustaceans; live, fresh or chilled, shrimps and prawns excluding cold-water varieties, in shell or not",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.39,"Crustaceans; live, fresh or chilled, n.e.c. in item no. 0306.3, in shell or not",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.91,"Crustaceans; rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.92,"Crustaceans; lobsters (Homarus spp.), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.93,"Crustaceans; crabs, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.94,"Crustaceans; Norway lobsters (Nephrops norvegicus), smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.95,"Crustaceans; shrimps and prawns, smoked, cooked or not, whether in shell or not, whether or not cooked before or during smoking",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0306.99,"Crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.10,Oysters,FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.11,"Molluscs; oysters, whether in shell or not, live, fresh or chilled",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.12,"Molluscs; oysters, whether in shell or not, frozen",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.19,"Molluscs; oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.21,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.22,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, frozen",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.29,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.31,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.32,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.39,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.41,"Live, fresh or chilled",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.42,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.43,"Molluscs; cuttle fish and squid, whether in shell or not, frozen",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.49,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.51,"Molluscs; octopus (Octopus spp.), live, fresh or chilled",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.52,"Molluscs; octopus (Octopus spp.), frozen",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.59,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.60,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.71,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.72,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.79,"Molluscs; clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.81,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.82,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.83,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.84,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, frozen",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.87,"Molluscs; abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.88,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.89,Other,FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.91,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.92,"Molluscs; n.e.c. in heading 0307, whether in shell or not, frozen",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,0307.99,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",FISH,INCLUDE,1.00
Fish (Inland + Marine),Fish,—,1604.00,Prepared/preserved fish (canned),FISH,EXCLUDE,—
Ghee + Butter,Butter and Ghee,1811,0405.10,Butter,ANIMFAT,INCLUDE,1.00
Ghee + Butter,Butter and Ghee,1811,0405.20,Dairy spreads,ANIMFAT,INCLUDE,1.00
Ghee + Butter,Butter and Ghee,1811,0405.90,Other dairy fats/oils (ghee),ANIMFAT,INCLUDE,1.00
No source found,Cream,876,0401.10,Milk/cream ≤1% fat,ANIMFAT,EXCLUDE,—
No source found,Cream,876,0401.40,Heavy cream >6% fat,ANIMFAT,INCLUDE,1.00
No source found,Cream,876,0402.21,Whole milk powder,ANIMFAT,EXCLUDE,—
Raw animal fat,Cattle fat; unrendered;Sheep fat; unrendered,869;979,1502.00,"Fats of bovine animals, sheep or goats (pre-2012 code)",ANIMFAT,INCLUDE,1.00
Raw animal fat,Cattle fat; unrendered,869,1502.10,"Tallow, bovine",ANIMFAT,INCLUDE,1.00
Raw animal fat,Cattle fat; unrendered;Sheep fat; unrendered,869;979,1502.90,"Other fats, bovine/sheep/goat",ANIMFAT,INCLUDE,1.00
Eggs (Farming + Desi),Eggs in shell,1062,0407.00,Birds' eggs in shell (pre-2012 code),EGGS,INCLUDE,1.00
Eggs (Farming + Desi),Eggs in shell,1062,0407.11,Fertile eggs for incubation,EGGS,INCLUDE,1.00
Eggs (Farming + Desi),Eggs in shell,1062,0407.21,"Fresh hens' eggs, in shell",EGGS,INCLUDE,1.00
Eggs (Farming + Desi),Eggs in shell,1062,0407.29,Other eggs in shell,EGGS,INCLUDE,1.00
Eggs (Farming + Desi),Eggs in shell,1062,0408.11,"Egg yolks, dried",EGGS,EXCLUDE,—
Milk (Cattle + Buffalo),"Milk, fresh",882,0401.10,Milk/cream ≤1% fat,MILK,INCLUDE,1.00
Milk (Cattle + Buffalo),"Milk, fresh",882,0401.20,Milk/cream 1-6% fat,MILK,INCLUDE,1.00
Milk (Cattle + Buffalo),Skim milk and whey powder,898,0402.10,Skim milk powder,MILK,CONVERT,10.00
Milk (Cattle + Buffalo),Whole milk powder,897,0402.21,Whole milk powder,MILK,CONVERT,7.70
Milk (Cattle + Buffalo),—,—,0402.29,Other milk powder,MILK,CONVERT,8.00
Milk (Cattle + Buffalo),"Milk, fresh",882,0403.10,Yoghurt,MILK,EXCLUDE,—
Milk (Cattle + Buffalo),"Milk, fresh",882,0404.10,Whey,MILK,EXCLUDE,—
Poultry Meat,Chicken meat,1058,0207.11,"Chickens, not cut, fresh/chilled",POULTRY,INCLUDE,1.00
Poultry Meat,Chicken meat,1058,0207.12,"Chickens, not cut, frozen",POULTRY,INCLUDE,1.00
Poultry Meat,Chicken meat,1058,0207.13,"Chicken cuts, fresh/chilled",POULTRY,INCLUDE,1.00
Poultry Meat,Chicken meat,1058,0207.14,"Chicken cuts, frozen",POULTRY,INCLUDE,1.00
Beef: Cattle + Buffalo,Beef and veal,867,0201.10,"Bovine carcasses, fresh/chilled",REDMEAT,INCLUDE,1.00
Beef: Cattle + Buffalo,Meat of cattle boneless; fresh or chilled,870,0201.30,"Boneless bovine, fresh/chilled",REDMEAT,INCLUDE,1.00
Beef: Cattle + Buffalo,Beef and veal,867,0202.10,"Bovine carcasses, frozen",REDMEAT,INCLUDE,1.00
Beef: Cattle + Buffalo,Meat of cattle boneless; fresh or chilled,870,0202.30,"Boneless bovine, frozen",REDMEAT,INCLUDE,1.00
Beef: Cattle + Buffalo,—,—,0102.90,"Live bovines, other than pure-bred (pre-2012 code)",REDMEAT,CONVERT,0.49
Beef: Cattle + Buffalo,—,—,0102.29,Live cattle (excl. pure-bred breeding),REDMEAT,CONVERT,0.49
Beef: Cattle + Buffalo,Beef and veal,867,0206.10,"Bovine offal, fresh/chilled",REDMEAT,EXCLUDE,—
Mutton: Sheep + Goats,Sheep/lamb,977,0204.10,"Lamb carcasses, fresh/chilled",REDMEAT,INCLUDE,1.00
Mutton: Sheep + Goats,Sheep/lamb,977,0204.22,"Sheep cuts, fresh/chilled",REDMEAT,INCLUDE,1.00
Mutton: Sheep + Goats,Sheep/lamb,977,0204.21,"Sheep (mutton) carcasses, fresh/chilled",REDMEAT,INCLUDE,1.00
Mutton: Sheep + Goats,Sheep/lamb,977,0204.23,"Sheep/lamb boneless cuts, fresh/chilled",REDMEAT,INCLUDE,1.00
Mutton: Sheep + Goats,Sheep/lamb,977,0204.42,"Sheep/lamb cuts with bone in, frozen",REDMEAT,INCLUDE,1.00
Mutton: Sheep + Goats,Sheep/lamb,977,0204.43,"Sheep/lamb boneless cuts, frozen",REDMEAT,INCLUDE,1.00
Mutton: Sheep + Goats,Sheep/lamb,977,0204.30,"Lamb carcasses, frozen",REDMEAT,INCLUDE,1.00
Mutton: Sheep + Goats,Sheep/lamb,977,0204.41,"Sheep carcasses, frozen",REDMEAT,INCLUDE,1.00
Mutton: Sheep + Goats,Goat meat,1017,0204.50,Goat meat,REDMEAT,INCLUDE,1.00
Mutton: Sheep + Goats,—,—,0104.10,Live sheep,REDMEAT,CONVERT,0.50
